ファイル名,セクションID,要素タイプ,テキスト内容,カテゴリ,サブカテゴリ,提供方法,優先度,新カテゴリ,新サブカテゴリ,新提供方法,新優先度
M52P95tojpjavhch04.xml,ch04se05040505110601,steptxt_sub,システムがOFFの状態から操作したときのみ、定速制御モードへの切りかえが可能です。,機能の使い方・操作方法,機能の説明,体験OS化,高,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040505110601,steptxt_sub,制御を解除する・復帰させる（→ ）,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040505110601,steptxt_sub,設定速度をかえる（→ ）,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se050405051106020801,note_para,設定条件について シフトポジションがDのとき設定できます。 車速が約30km/h以上のとき、希望の設定速度に設定できます。 （ただし車速が約30km/h未満で設定したときは、設定速度が約30km/hに設定されます）,機能の使い方・操作方法,基本操作,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se050405051106020802,note_para,車速設定後の加速について 通常走行と同様にアクセルペダル操作で加速できます。加速後、車速が設定速度にもどります。ただし、車間制御モード時は先行車との距離を保持するため車速が設定速度以下になることもあります。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se050405051106020803,note_para,追従走行中の停車制御について 制御停車中に“+RES”スイッチを押した場合、約3秒以内に先行車が発進すれば追従走行にもどります。 先行車に続いて停車したあと約3秒以内に先行車が発進した場合、追従走行にもどります。,参考情報,その他,RAGシステム,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se050405051106020804,note_para,車間制御モードの自動解除 次のとき、自動的に車間制御モードが解除されます。 VSCが作動したとき TRCが一定時間作動したとき TRCまたはVSCをOFFにしたとき センサーが何かでふさがれて正しく検知できないとき 運転支援装置によるブレーキ制御、出力抑制が作動したとき （例：プリクラッシュセーフティ、ドライブスタートコントロール） パーキングブレーキが作動したとき 急坂路で制御停車したとき 制御停車中に次を検出したとき 運転席シートベルトを着用していない 運転席ドアが開いた 車両が停止したあと約3分経過した 自動でPポジションに切りかわることがあります（→ ） 上記以外の理由で車間制御モードが自動解除されるときは、システムが故障している可能性があります。トヨタ販売店にご相談ください。,機能の使い方・操作方法,機能の説明,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050405051106020805,note_para,定速制御モードの自動解除 次のとき、自動的に定速制御モードが解除されます。 設定速度より車速が約16km/h以上低下したとき 車速が約30km/h未満になったとき VSCが作動したとき TRCが一定時間作動したとき TRCまたはVSCをOFFにしたとき 運転支援装置によるブレーキ制御、出力抑制が作動したとき （例：プリクラッシュセーフティ、ドライブスタートコントロール） パーキングブレーキが作動したとき 上記以外の理由で定速制御モードが自動解除されるときは、システムが故障している可能性があります。トヨタ販売店にご相談ください。,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050405051106020806,note_para,ブレーキが作動したとき ブレーキの作動音が聞こえたり、ブレーキペダルの踏み応えがかわったりすることがありますが異常ではありません。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050405051106020807,note_para,"レーダークルーズコントロールの警告メッセージ・警告ブザー 走行操作に関して注意が必要な場合や、システムに異常が発生したときには、警告メッセージ・警告ブザーで注意をうながします。マルチインフォメーションディスプレイに警告メッセージが表示されたときは、表示された画面の指示に従ってください。（→ , ）",機能の使い方・操作方法,基本操作,体験OS化,高,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050405051106020808,note_para,センサーが正しく検知しないおそれのある先行車 次のような場合にシステムによる減速が不十分な場合はブレーキペダルを、加速が必要な場合はアクセルペダルを、状況に応じて操作してください。 センサーが正しく車両を検知できず、接近警報（→ ）も作動しないおそれがあります。 先行車が急に割り込んできたとき 先行車が低速で走行中のとき 同じ車線に停車中の車がいるとき 先行車の後部分が小さすぎるとき（荷物を積んでいないトレーラーなど） 同じ車線を二輪車が走行中のとき 周囲の車より水や雪がまき散らされ、レーダーの検知のさまたげになる場合 自車の車両姿勢が上向きになる場合（重い荷物を積んだときなど） 先行車の車高が極端に高いとき,機能の使い方・操作方法,機能の説明,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050405051106020809,note_para,車間制御モードが正しく作動しないおそれのある状況 次の状況では、必要に応じてブレーキペダルで減速（場合によってアクセルペダルを操作）してください。 センサーが正常に車両を検知できず、システムが正常に作動しないおそれがあります。 カーブや車線幅が狭い道路などを走行する場合 ハンドル操作が不安定な場合や、車線内の自車の位置が一定でない場合 先行車が急ブレーキをかけた場合 道路脇に構造物がある道（トンネル・橋など）を走行する場合 アクセルペダルを踏んで加速したあと、車速が設定速度にもどるとき,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se0504060501,paratabletxt,先行車の発進後、自車が停止し続けた場合、警告ブザーとマルチインフォメーションディスプレイの表示でお知らせする機能です。,機能の使い方・操作方法,基本操作,体験OS化,高,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se05040605020601,p,前の車に続いて停止しているときに先行車を認識し続け、先行車が発進してしばらく進んでも自車が停止し続けた場合にお知らせします。,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040605030701,note_para,作動条件 次のいずれかの条件を満たしたときに作動します。 シフトポジションがP・R以外でブレーキペダルを踏んで、停止している、またはシフトポジションがNで停止しているとき ブレーキホールドが作動中のとき レーダークルーズコントロール（全車速追従機能付き）が作動していて、制御停車中のとき,機能の使い方・操作方法,機能の説明,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040605030702,note_para,先行車が発進していても告知しない場合があるとき 例えば次のような状況では、前方カメラとレーダーが対象を検出できず、システムが正常に作動しない場合があります。 自車と先行車の停止位置がずれており、先行車を正しく認識できないとき 先行車との車間距離が極端に短くなり、先行車を正しく認識できないとき 坂道やカーブなどにより、先行車を正しく認識できないとき 先行車の背面形状（けん引をしている車両や荷物を積んでいないトレーラー、雪や泥などが大量に付着している車両など）やボデーカラーなどにより、先行車を正しく認識できないとき 先行車がオートバイ・自転車などのとき 先行車の右左折や車線変更などにより、先行車を認識できなくなったとき 悪天候（雨・霧・雪・砂嵐など）・煙・水蒸気などにより、先行車を認識できないとき 前方カメラとレーダー前面に雨滴、雪などが付着し、先行車を正しく認識できないとき 前方カメラとレーダー周辺への強い衝撃などにより、前方カメラとレーダーの向きがずれ、先行車を正しく認識できないとき プリクラッシュセーフティが一時的に使用できないときや、故障などによりPCS警告灯が点灯しているとき 右左折や車線変更などのために、ハンドルを大きくまわしたとき,機能の使い方・操作方法,基本操作,体験OS化,高,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se05040605030703,note_para,先行車が発進していなくても告知する場合があるとき 例えば次のような状況では、先行車が発進したと判断し、システムが作動する場合があります。 悪天候（雨・霧・雪・砂嵐など）により、先行車の発進を誤認識したとき 坂道やカーブなどにより、先行車ではないものを先行車と認識しているとき 前方カメラとレーダー周辺への強い衝撃などにより、前方カメラとレーダーの向きがずれ、先行車ではないものを先行車と認識しているとき 先行車がいない状態での停止時に、交差点の先にいる車両や自車の正面を横切る車両などを先行車として認識したとき 自車と先行車とのあいだに、ほかの車両が割り込んだり通過したりしたとき,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,高度な操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040605030704,note_para,先行車発進告知機能の設定を変更するには 先行車発進告知機能のON／OFF システムのON／OFFを切りかえることができます。 メーター操作スイッチの または を押して を選択する または を押して“車両設定”を選択し、 を長押しする または を押して“先行車発進告知”を選択し、 を押す または を押して“先行車発進告知”を選択し、 を押す 先行車発進告知機能の告知距離 告知する距離を切りかえることができます。 メーター操作スイッチの または を押して を選択する または を押して“車両設定”を選択し、 を長押しする または を押して“先行車発進告知”を選択し、 を押す または を押して“告知距離”を選択し、 を押す,機能の使い方・操作方法,基本操作,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se050407,title,BSM（ブラインドスポットモニター） ★,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se0504070501,paratabletxt,ブラインドスポットモニターは、リヤバンパー内側にある後側方レーダーセンサーを使用し、運転者による車線変更時の判断や停車時にドア開き時のドアとの衝突回避を支援するシステムです。,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040705021001,attention_para,安全にお使いいただくために 安全運転を行う責任は運転者にあります。常に周囲の状況を把握し、安全運転に努めてください。 ブラインドスポットモニターは、ドアミラーの死角領域に入った車両の存在とその死角領域に急速に接近してくる車両の存在を運転者に提供する、補助的なシステムです。本システムだけで安全な車線変更の可否を判断できるものではないため、システムを過信すると思わぬ事故につながり、重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。状況によっては本システムが有効に機能しないことがあるため、運転者は自らの目視とミラーによる安全確認をおこなう必要があります。 停車時警報機能は、停車中に接近してくる車両や自転車の存在を乗員に提供する補助的なシステムです。本システムだけで安全を判断できるものではないため、システムを過信すると思わぬ事故につながり、重大な傷害におよぶか最悪の場合死亡につながるおそれがあります。状況によっては本システムが有効に機能しないことがあるため、乗員は自らの目視とミラーによる安全確認を行う必要があります。,法規制・法的責任関連,保証・免責事項,デジタル記録,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se05040705030601,callouttxt,BSM OFF表示灯,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040705030601,callouttxt,BSMブザー,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040705030601,callouttxt_sub,走行中：ドアミラーの死角領域に車両を検知したとき、または後方からその死角領域に急速に接近してくる車両を検知したときは、検知した側のドアミラーインジケーターが点灯します。検知した側に方向指示レバーを操作している場合は、ドアミラーインジケーターが点滅します。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040705030601,callouttxt_sub,停車中：開いたドア（バックドアを除く）と衝突する可能性がある車両・自転車を検知したときは、検知した側のドアミラーインジケーターが点灯します。検知している側のドアを開いた場合は、ドアミラーインジケーターが点滅し、ブザーが鳴ります。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040705030601,callouttxt_sub,停車中、ドアミラーインジケーター点灯時に点灯している側のドアを開けるとブザーが鳴ります。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040705030601,callouttxt_sub,ブラインドスポットモニターのON／OFFを切りかえます。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se05040705030601,callouttxt_sub,ブラインドスポットモニターがOFFのときに点灯します。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se050407050306020801,note_para,ドアミラーインジケーターの視認性について 強い日差しのもとでは、ドアミラーインジケーターが見えづらいことがあります。,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se050407050306020802,note_para,ブザー音の聞こえ方について 大音量のオーディオなど大きな音がする場合、ブザー音が聞こえづらくなる場合があります。,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se050407050306020803,note_para,マルチインフォメーションディスプレイに“BSM現在使用できません”が表示されたときは センサー周辺のバンパーに氷・雪・泥などが付着していることが考えられます。センサー周辺のバンパーの氷・雪・泥などを取り除けば、正常に復帰します。また、極めて高温または低温の環境で使用した場合、正常に作動しないことがあります。,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050306020804,note_para,マルチインフォメーションディスプレイに“BSM故障 販売店で点検してください”が表示されたときは センサーの故障や電圧異常などが考えられます。トヨタ販売店にて点検を受けてください。,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050306020806,note_para,後側方レーダーセンサーの取り扱いについて,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se050407050306031101,attention_para,システムを正しく作動させるために ブラインドスポットモニターのセンサーは、車両リヤバンパー内側に左右ひとつずつ設置されています。システムを正しく作動させるために次のことをお守りください。,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,高度な操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se050407050306031102,attention_para,センサー周辺のリヤバンパーは常にきれいにしておく センサー周辺のリヤバンパーに汚れや着雪がある場合、警告表示（→ ）とともにシステムが作動しなくなることがあります。その場合、汚れや雪を落としたあと、BSM機能の作動条件（→ ）でしばらく走行してください（目安：約10分）。それでも警告表示が消えない場合はトヨタ販売店にて点検を受けてください。,機能の使い方・操作方法,機能の説明,体験OS化,高,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050306031103,attention_para,センサーやセンサー周辺のリヤバンパーにアクセサリーを付けたり、ステッカー（透明なものを含む）やアルミテープなどを貼ったりしない,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050306031104,attention_para,センサー周辺のリヤバンパーへの強い衝撃を避ける センサーの位置や向きが少しでもずれると、車両を正しく検知できなくなったり、装置が正常に動作しなくなるおそれがあります。 次のような場合には、必ずトヨタ販売店にて点検を受けてください。 センサーやセンサー周辺に強い衝撃を受けた センサー周辺のリヤバンパーなどに傷や凹みがある、一部が外れている,メンテナンス・点検,日常点検,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050306031105,attention_para,センサーを分解しない,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050306031106,attention_para,センサーやセンサー周辺のリヤバンパーを改造しない,安全情報・警告,禁止事項,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050306031107,attention_para,センサーやリヤバンパーの脱着や交換が必要な場合は、トヨタ販売店にご相談ください。,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,定期メンテナンス,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se050407050306031108,attention_para,リヤバンパーの塗装修理の際にはトヨタ設定色以外への変更は行わないでください,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch04.xml,ch04se0504070504,title,ブラインドスポットモニターのON／OFFを切りかえるには,参考情報,その他,RAGシステム,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705040601,p,マルチインフォメーションディスプレイの から、ブラインドスポットモニター のON／OFFを切りかえることができます。（→ ）,機能の使い方・操作方法,基本操作,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se0504070505,title,ブラインドスポットモニターの作動,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050601,p,ブラインドスポットモニターは後側方レーダーセンサーにより隣の車線を走行する次の車両を検知し、ドアミラーのインジケーターによってその車両の存在を運転者に知らせます。,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050601,callouttxt,後方からドアミラーに映らない領域（死角領域）に急速に接近してくる車両,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050601,callouttxt,ドアミラーに映らない領域（死角領域）を併走する車両,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050601,title,走行中に検知できる車両,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050602,p,ブラインドスポットモニターは後側方レーダーセンサーにより自車の後方を走行する次の車両・自転車を検知し、ドアミラーのインジケーターおよびブザーによってその車両の存在を乗員に知らせます。,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050602,callouttxt,ドア（バックドアを除く）を開けたときにドアと衝突する可能性が高いと判断された車両・自転車,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050602,title,停車中に検知できる車両・自転車,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050603,p,次の範囲に入った車両を検知します。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,p,検知できる範囲：,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,callouttxt,車両の両側面について、側面から約0.5m離れた面から約3.5mの領域 ※1,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,callouttxt,リヤバンパーから後方約3m～60mの領域 ※2,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,callouttxt,リヤバンパーから約1m前方の領域,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,callouttxt,リヤバンパーから約3m後方の領域,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,title,走行中に検知できる範囲,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,footnote,自車と他車の速度差が大きいほど、ドアミラーインジケーターは他車がより遠くにいる状況で点灯・点滅します。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050603,footnote,車両側面から外側に約0.5mは検知しません。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se05040705050604,p,次の範囲に入った車両・自転車を検知します。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050604,callouttxt,フロントドアから後方約45mの領域 ※,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050604,title,停車中に検知できる範囲,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se05040705050604,footnote,接近する車両・自転車の速度が低いほど、ドアミラーインジケーターは車両・自転車がより近くにいる状況で点灯・点滅します。,トラブルシューティング,警告灯の意味と対応,体験OS化,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se050407050506050801,note_para,作動条件 次の条件をすべて満たしているときに作動します。 パワースイッチがON のとき ブラインドスポットモニターがONのとき シフトポジションがR以外のとき 車速が約10 km/h 以上のとき（走行中）,参考情報,その他,RAGシステム,中,⑤_スペック・仕様・固有値,容量・数量,デジタル記録,中
M52P95tojpjavhch04.xml,ch04se050407050506050802,note_para,センサーが車両を検知する条件 ブラインドスポットモニターは、次のような状況で検知範囲に入った車両を検知します。 隣の車線を走行する他車に自車が追いこされるとき 小さい速度差で隣の車線を走行する他車を追いこすとき 他車が車線変更中に検知範囲に進入するとき 停車している自車と並行に走行する車両や自転車がドア（バックドアを除く）を開けた範囲付近を通過するとき,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch04.xml,ch04se050407050506050803,note_para,ブラインドスポットモニター（走行中）が車両を検知しない状況 ブラインドスポットモニター（走行中）は、次のような車両や車両以外のものを検知対象としません。 小型のオートバイ・自転車・歩行者など ※ 対向車 ガードレール・壁・標識・駐車車両などの静止物 ※ 同じ車線を走行する後続車 ※ 2つ隣の車線を走行する他車 ※ 大きい速度差で自車が追い越す他車 ※ 状況によっては検知をすることがあります。,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050506050803,itemtxt,対向車,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050506050804,note_para,ブラインドスポットモニター（停車中）が車両・自転車を検知しない状況 ブラインドスポットモニター（停車中）は、次のような車両・自転車や車両・自転車以外のものを検知対象としません。 接近する車両・自転車の速度が約8km/h 未満のとき ドア（バックドアを除く）を開いたときに、衝突する可能性が低いと判断された車両・自転車 真うしろから接近する車両・自転車 前方から接近する車両・自転車 ガードレール・壁・標識・駐車車両などの静止物 動物など ブラインドスポットモニター（停車中）は、次のような状況では作動しません。 パワースイッチがOFF のとき 自車が完全に停車してないとき,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050506050804,itemtxt,動物など,参考情報,その他,RAGシステム,中,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050407050506050805,note_para,システムが正しく作動しないおそれがある状況 次のような状況では車両を正しく検知しないおそれがあります。（走行中） センサーやセンサー周辺への強い衝撃などにより、センサーの位置や向きがずれているとき 泥・雪・氷・ステッカーなどがセンサーやセンサー周辺のリヤバンパーに付着したとき 大雨・雪・霧などの悪天候時、水たまりなどの濡れた路面を走行するとき 複数台の他車が狭い間隔で連続して接近するとき 自車と後続車の車間距離が短いとき 検知範囲に入る他車と自車の速度差が大きすぎるとき 自車と他車の速度差に変化があるとき 検知範囲に入る他車と自車の速度がほとんど等しいとき 停止状態から発進した際に、検知範囲に他車が存在し続けたとき 急勾配の上り・下りが連続した坂道や道路のくぼみ等を走行しているとき きついカーブや連続したカーブ、起伏がある場所を走行するとき 車線の幅が広い、もしくは車線の端を走行するなど、隣の車線の他車が自車から離れすぎているとき 車両後部に自転車キャリアなどのアクセサリーを装着しているとき 検知範囲に入る他車と自車の高さに差がありすぎるとき ブラインドスポットモニターをONにした直後 けん引しているとき 次のような状況では車両・自転車を有効に検知できないおそれがあります。（停車中） センサーやセンサー周辺への強い衝撃などにより、センサーの位置や向きがずれているとき 泥・雪・氷・ステッカーなどがセンサーやセンサー周辺のリヤバンパーに付着したとき 大雨・雪・霧などの悪天候時、水たまりなどのぬれた路面に停車しているとき 隣の駐車車両に後続する車両・自転車 後方で急な進路変更をして接近する車両・自転車 発進した直後の車両・自転車 バックドアが開いているとき 車両後部に自転車キャリアなどのアクセサリーやスロープを装備しているとき 後方に駐車車両や壁・標識などの静止物や人がいるとき 道路に対して傾いて停車しているとき 接近する車両・自転車の周囲に走行する車両があるとき 接近する車両・自転車が壁・標識などの静止物の横を走行しながら接近しているとき 車両・自転車が高速で接近するとき けん引しているとき 急勾配の坂道に停車しているとき カーブの途中や終了地点に停車しているとき 特に次のような状況では不要な検知が増えることがあります。（走行中） センサーやセンサー周辺への強い衝撃などにより、センサーの位置や向きがずれているとき ガードレールや壁などとの距離が短い状況で、それらが検知範囲に入ったとき 急勾配の上り・下りが連続した坂道や道路のくぼみ等を走行しているとき 車線の幅が狭い、もしくは車線の端を走行するなど、隣の車線以外を走行する車両が検知範囲に入ったとき きついカーブや連続したカーブ、起伏がある場所を走行するとき タイヤがスリップ（空転）しているとき 自車と後続車の車間距離が短いとき 車両後部に自転車キャリアなどのアクセサリーを装着しているとき けん引しているとき 特に次のような状況では不要な検知が増えることがあります。（停車中） センサーやセンサー周辺への強い衝撃などにより、センサーの位置や向きがずれているとき 自車の後方からずれた状態で接近する車両・自転車 道路に対して傾いて停車しているとき 斜めに駐車している後方を車両・自転車が接近するとき 後方に駐車車両や壁・標識などの静止物や人がいるとき 後方で急な進路変更をして接近する車両・自転車 接近する車両・自転車が壁・標識などの静止物の横を走行しながら接近しているとき バックドアが開いているとき 車両後部に自転車キャリアなどのアクセサリーやスロープを装着しているとき 車両・自転車が高速で接近するとき けん引しているとき 急勾配の坂道に停車しているとき カーブの途中や終了地点に停車しているとき,機能の使い方・操作方法,機能の説明,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch04.xml,ch04se050408,title,クリアランスソナー ★,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
